00
00
00,0005636
00,0000024
00,0000008
00,0000012
00,0000008
00,0000012
00,0000012
00,0000016
00,0000016
00,0000082
00,0000020
00,0000020
00,0000020
00,0000024
00,0000024
00,0000032
00,0000028
00,0000028
00,0000036
00,0000036
00,0000032
00,0000049
00,0000036
00,0000041
00,0000036
00,0000045
00,0000053
00,0000053
00,0000057
00,0000049
00,0000102
00,0000053
00,0000057
00,0000065
00,0000061
00,0000078
00,0000073
00,0000053
00,0000065
00,0000061
00,0000073
00,0000078
00,0000069
00,0000151
00,0000078
00,0000098
00,0000082
00,0000086
00,0000090
00,0000094
00,0000082
00,0000098
00,0000094
00,0000094
00,0000094
00,0000119
00,0000106
00,0000090
00,0000135
00,0000094
00,0000094
00,0000078
00,0000192
00,0000102
00,0000090
00,0000114
00,0000114
00,0000106
00,0000119
00,0000119
00,0000123
00,0000127
00,0000114
00,0000119
00,0000119
00,0000143
00,0000135
00,0000123
00,0000143
00,0000131
00,0000139
00,0000127
00,0000147
00,0000135
00,0000139
00,0000131
00,0000164
00,0000143
00,0000131
00,0000435
00,0000147
00,0000156
00,0000168
00,0000151
00,0000147
00,0000180
00,0000164
00,0000147
00,0000164
00,0000164
00,0000184
00,0000176
00,0000164
00,0000176
00,0000180
00,0000164
00,0000168
00,0000176
00,0000180
00,0000205
00,0000188
00,0000188
00,0000184
00,0000217
00,0000201
00,0000180
00,0000205
00,0000197
00,0000225
00,0000217
00,0000184
00,0000316
00,0000201
00,0000217
00,0000225
00,0000209
00,0000570
00,0000221
00,0000213
00,0000209
00,0000217
00,0000229
00,0000234
00,0000229
00,0000250
00,0000225
00,0000234
00,0000258
00,0000238
00,0000225
00,0000242
00,0000258
00,0000262
00,0000250
00,0000254
00,0000258
00,0000246
00,0000270
00,0000258
00,0000270
00,0000262
00,0000217
00,0000254
00,0000225
00,0000270
00,0000250
00,0000262
00,0000262
00,0000270
00,0000262
00,0000451
00,0000266
00,0000246
00,0000262
00,0000291
00,0000279
00,0000254
00,0000303
00,0000303
00,0000287
00,0000283
00,0000299
00,0000295
00,0000275
00,0000291
00,0000283
00,0000307
00,0000291
00,0000303
00,0000722
00,0000303
00,0000299
00,0000332
00,0000316
00,0000295
00,0000312
00,0000344
00,0000312
00,0000344
00,0000316
00,0000320
00,0000344
00,0000320
00,0000398
00,0000320
00,0000320
00,0000361
00,0000299
00,0000344
00,0000324
00,0000320
00,0000344
00,0000340
00,0000369
00,0000336
00,0000340
00,0000353
00,0000332
00,0000390
00,0000353
00,0000357
00,0000340
00,0000369
00,0000385
00,0000377
00,0000377
00,0000348
00,0000361
00,0000365
00,0000406
00,0000361
00,0000381
00,0000373
00,0000377
00,0000377
00,0000369
00,0000340
00,0000390
00,0000348
00,0000390
00,0000381
00,0000381
00,0000410
00,0000377
00,0000431
00,0000385
00,0000402
00,0000385
00,0000402
00,0000398
00,0000402
00,0000435
00,0000394
00,0000390
00,0000414
00,0001280
00,0000451
00,0000426
00,0000513
00,0000656
00,0001161
00,0000562
00,0000619
00,0000554
00,0001876
00,0000529
00,0000615
00,0000488
00,0000603
00,0000525
00,0000595
00,0000537
00,0000541
00,0000463
00,0000878
00,0000463
00,0000451
00,0000488
00,0000468
00,0000463
00,0000484
00,0000439
00,0000488
00,0000439
00,0000447
00,0000463
00,0000488
00,0000463
00,0000582
00,0000509
00,0000476
00,0000468
